name,161,112,577,578,579,580,581,582,762,763,568,569,570,236,327,328,741,76,347,776,565,565_110,776_110kV,605,1746_525kV,565_2,565_3,711_525kV,711_B,711_C,711_D,711_E,797,799,800,803,754,818,821,822,823,586,586_1,1990_1,72,1990_2,1990_3,1990_4,1990_5,1791,1102,711_525kV_B
28/12/2017 00:00,54.8245,273,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,272,14.325999999999999,22.32215,22.32215,79,200,-84.2223,142.2875,-106.97569,-38.95488,247.78199999999998,-310.264,-168.92016,61.8692,134.36,2.06029,-91.623616,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-146.6165,-23.549,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,0,-29.243700000000004,0.0
28/12/2017 01:00,54.8245,273,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,272,14.325999999999999,22.32215,22.32215,79,200,-77.6734,95.45410000000001,-94.59705,-36.33821,241.781,-275.453,-158.21248,72.457,113.302,2.06029,-85.03744,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-147.41773,-22.1405,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,0,-29.243700000000004,0.0
28/12/2017 02:00,54.8245,273,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,272,14.325999999999999,22.32215,22.32215,79,198,-69.9941,62.6909,-86.947,-33.97097,190.8924,-282.821,-148.79117,79.2555,136.833,2.06029,-82.189344,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-142.41378,-21.22367,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,0,-29.243700000000004,0.0
28/12/2017 03:00,54.8245,273,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,274,14.325999999999999,22.32215,22.32215,91,198,-70.3672,63.432300000000005,-80.76288,-33.60173,173.607,-292.061,-148.12992000000003,82.2762,146.271,2.06029,-78.78524800000001,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-142.6565,-20.66972,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,0,-29.243700000000004,0.0
28/12/2017 04:00,54.8245,273,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,273,14.325999999999999,22.32215,22.32215,87,100,-68.4636,88.06729999999999,-75.00469,-33.68668,68.5977,-300.204,-150.59892,81.9722,157.192,2.06029,-73.127872,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-145.43005,-20.43847,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,0,-29.243700000000004,0.0
28/12/2017 05:00,54.8245,273,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,273,14.325999999999999,22.32215,22.32215,92,99,-68.1421,111.7836,-69.63853,-33.95771,8.303560000000001,-296.705,-150.47246,63.5675,152.838,2.06029,-71.305184,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-142.16842,-20.90294,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,0,-29.243700000000004,0.0
28/12/2017 06:00,54.8245,242,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,237,14.325999999999999,22.32215,22.32215,91,100,-68.8593,153.7166,-56.02341,-34.91935,-72.17421999999999,-338.167,-153.09804,35.463300000000004,190.908,2.06029,-70.67296,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-162.04122,-21.64492,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 07:00,54.8245,146,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,142,14.325999999999999,22.32215,22.32215,91,196,-66.5058,173.87509999999997,-51.67631,-35.30174,24.3137,-318.383,-173.14761,12.07274,173.055,2.06029,-81.651712,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-160.2541,-22.65333,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 08:00,54.8245,143,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,139,14.325999999999999,22.32215,22.32215,88,197,-69.9729,193.43619999999999,-53.30182,-38.41178,52.7847,-386.283,-199.67171000000002,-13.63648,226.209,2.06029,-102.574464,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-146.75118,-23.93653,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 09:00,54.8245,255,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,272,14.325999999999999,22.32215,22.32215,97,208,-50.1228,196.70600000000002,-46.85374,-43.30191,50.0389,-451.29,-215.7816,-28.68167,300.11,2.06029,-117.750048,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-149.34873,-25.36961,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 10:00,54.8245,255,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,273,14.325999999999999,22.32215,22.32215,94,206,2.463795,190.732,-55.47194,-46.40455,66.4024,-443.418,-228.2778,-36.069280000000006,342.644,2.06029,-127.71916800000001,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-149.93829,-25.94744,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 11:00,54.8245,274,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,273,14.325999999999999,22.32215,22.32215,87,195,92.70598,191.7865,-62.77871999999999,-47.75853,68.5863,-421.222,-234.0283,-42.79206,406.653,2.06029,-136.928096,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-166.91345,-25.65936,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 12:00,54.8245,272,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,272,14.325999999999999,22.32215,22.32215,90,200,143.0404,202.3234,-70.93276,-45.49988,86.1501,-371.902,-245.90699999999998,-47.49503,410.185,2.06029,-145.482112,-57.564,-70.4376,2,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-159.1799,-24.14947,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 13:00,54.8245,273,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,273,14.325999999999999,22.32215,22.32215,91,201,172.1165,194.319,-78.16932,-46.21067,102.8316,-366.057,-247.4989,-47.203410000000005,431.495,2.06029,-149.348352,-57.564,-70.4376,17,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-172.3564,-23.182,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 14:00,54.8245,0,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,273,14.325999999999999,22.32215,22.32215,102,196,272.4362,133.2697,-115.48848,-47.89837,90.1594,-311.971,-278.0723,31.4979,454.77,2.06029,-143.922496,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-157.16651,-23.49336,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 15:00,54.8245,0,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,273,14.325999999999999,22.32215,22.32215,104,198,249.9292,144.77030000000002,-116.16385,-47.89564,102.12620000000001,-282.768,-284.23519999999996,35.7388,422.104,2.06029,-143.489056,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-151.02805,-23.33761,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 16:00,54.8245,0,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,272,14.325999999999999,22.32215,22.32215,104,198,183.6653,147.7776,-114.54237,-48.2394,102.6756,-302.584,-283.8163,31.994799999999998,376.617,2.06029,-143.401984,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-149.33043,-23.83292,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 17:00,54.8245,0,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,272,14.325999999999999,22.32215,22.32215,95,197,45.43746,130.04160000000002,-100.95072,-46.58296,131.7809,-366.174,-261.3757,-16.475607,308.273,2.06029,-142.600416,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-174.48764999999997,-23.51908,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 18:00,54.8245,0,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,273,14.325999999999999,22.32215,22.32215,96,199,-77.6368,95.10489999999999,-97.23898,-44.50444,150.4173,-388.078,-230.74290000000002,-42.14827,210.308,2.06029,-136.723296,-57.564,-70.4376,29,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-156.34761,-23.30861,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,77.2055,-29.243700000000004,0.0
28/12/2017 19:00,54.8245,273,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,273,14.325999999999999,22.32215,22.32215,85,200,-77.4746,107.99770000000001,-98.08229,-44.98534,65.851,-392.624,-213.8897,-23.26377,215.003,2.06029,-122.39929599999999,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-152.81547999999998,-25.35728,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,0,-29.243700000000004,0.0
28/12/2017 20:00,54.8245,274,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,273,14.325999999999999,22.32215,22.32215,85,200,-83.3023,114.7393,-104.87796,-46.27031,27.8214,-399.458,-202.8736,-6.77548,213.488,2.06029,-114.10416,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-150.3998,-26.87794,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,0,-29.243700000000004,0.0
28/12/2017 21:00,54.8245,273,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,246,14.325999999999999,22.32215,22.32215,92,201,-91.8117,106.3511,-128.51346,-50.38494,130.3434,-413.429,-197.402,-1.013674,208.522,2.06029,-123.28716800000001,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-149.31162,-28.63781,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,0,-29.243700000000004,0.0
28/12/2017 22:00,54.8245,273,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,206,14.325999999999999,22.32215,22.32215,97,193,-96.0569,102.3589,-132.86925,-49.81559,123.3888,-407.49,-189.14905,13.47026,198.536,2.06029,-117.844352,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-152.0994,-28.17344,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,0,-29.243700000000004,0.0
28/12/2017 23:00,54.8245,272,1.14,1.14,0.57,1.14,1.14,0.57,127.104,128.097,1.045,0.57,0.57,236,14.325999999999999,22.32215,22.32215,98,197,-92.5076,132.1214,-113.20173,-44.90344,156.9314,-429.766,-187.79273999999998,33.448499999999996,234.082,2.06029,-100.985184,-57.564,-70.4376,0,26.793562499999997,57.4833125,34.516825,25.3935,32.905625,49.549625,32.775,61.11183749999999,-149.32329,-25.67869,-15.4845,125.2765,-4.1364,-5.4216,-5.4675,-13.4784,0,-29.243700000000004,0.0
